fund_symbol,fund_short_name,fund_long_name,fund_category,fund_family,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,fund_return_last_bull_market,fund_return_last_bear_market
MPIEX,American Funds Strategic Bond F,American Funds Strategic Bond Fund Class 529-F-1,Foreign Large Value,American Funds,0.2799,0.0372,0.0374,0.0465,0.0784,-0.1712
MPIFX,CAN SLIM Tactical Growth Fund,CAN SLIM Tactical Growth Fund,World Bond,NorthCoast,0.0012,0.0444,0.0398,0.0031,0.0076,-0.0031
MPILX,Cannabis Growth Fund - Institut,Cannabis Growth Fund Class I Shares,Large Value,Foothill Capital Management,0.4114,0.0894,0.0895,0.1098,0.2296,-0.1837
MPINX,Federated Hermes Capital Income,Federated Hermes Capital Income Fund Class A Shares,Large Value,Federated,0.4058,0.0852,0.0852,0.1049,0.2239,-0.1862
MPIRX,Federated Hermes Capital Income,Federated Hermes Capital Income Fund Class B Shares,Large Value,Federated,0.4098,0.088,0.0878,0.0785,0.227,-0.1841
MPISX,Federated Hermes Capital Income,Federated Hermes Capital Income Fund Class C Shares,Large Value,Federated,0.4389,0.0998,0.1059,0.1235,0.2162,-0.1611
MPITX,Eaton Vance Tax-Managed Growth ,Eaton Vance Tax-Managed Growth 1.0 Fund,Foreign Large Blend,Eaton Vance,0.2607,0.0602,0.0571,0.0567,0.1155,-0.2504
MPIVX,Federated Hermes Capital Income,Federated Hermes Capital Income Fund Class F Shares,Large Value,Federated,0.4159,0.0929,0.0927,0.0785,0.2288,-0.1832
MPLAX,Absolute Capital Opportunities ,Absolute Capital Opportunities Fund Institutional Shares,Foreign Large Blend,Absolute Strategies,0.2623,0.0752,0.0646,0.0471,0.1443,-0.2533
MPLCX,Federated Hermes Capital Income,Federated Hermes Capital Income Fund Class R,Large Blend,Federated,0.3509,0.152,0.124,0.1255,0.2347,-0.2121
MPLDX,Federated Hermes Capital Income,Federated Hermes Capital Income Fund Institutional Class,Short-Term Bond,Federated,0.0189,0.0308,0.033,0.0258,0.0209,-0.0007
MPLIX,Canterbury Portfolio Thermostat,Canterbury Portfolio Thermostat Fund Class I Shares,Foreign Large Blend,Canterbury Investment Management,0.2701,0.0824,0.0713,0.0538,0.1503,-0.2526
MPLMX,Domini Sustainable Solutions Fu,Domini Sustainable Solutions Fund Investor Shares,Muni National Short,Domini,0.0073,0.0159,0.0114,0.0088,0.0052,0.0076
MPLRX,Columbia Adaptive Retirement 20,Columbia Adaptive Retirement 2055 Fund Advisor Class,Intermediate Core-Plus Bond,Columbia Threadneedle,0.022,0.0652,0.0783,0.0785,0.0567,0.0163
MPLSX,Columbia Adaptive Retirement 20,Columbia Adaptive Retirement 2020 Fund Advisor Class,Diversified Emerging Mkts,Columbia Threadneedle,0.166,0.0796,0.0838,0.023,0.1452,-0.2766
MPMAX,Columbia Adaptive Retirement 20,Columbia Adaptive Retirement 2020 Fund Institutional 3 Class,Muni Massachusetts,Columbia Threadneedle,0.0496,0.0495,0.0783,0.0785,0.0643,0.0664
MPMCX,Columbia Adaptive Retirement 20,Columbia Adaptive Retirement 2035 Fund Advisor Class,Mid-Cap Growth,Columbia Threadneedle,0.4115,0.1696,0.1324,0.1258,0.2494,-0.2668
MPMDX,Columbia Adaptive Retirement 20,Columbia Adaptive Retirement 2060 Fund Advisor Class,Muni Single State Long,Columbia Threadneedle,0.0561,0.0495,0.0783,0.0785,0.0592,0.0626
MPMNX,Columbia Adaptive Retirement 20,Columbia Adaptive Retirement 2030 Fund Advisor Class,Muni National Long,Columbia Threadneedle,0.066,0.0574,0.0783,0.0785,0.0668,0.0689
MPMSX,Columbia Adaptive Retirement 20,Columbia Adaptive Retirement 2030 Fund Institutional 3 Class,Muni Single State Long,Columbia Threadneedle,0.0393,0.0469,0.0783,0.0785,0.0525,0.0607
MPNCX,Columbia Adaptive Retirement 20,Columbia Adaptive Retirement 2040 Fund Advisor Class,Muni Single State Long,Columbia Threadneedle,0.0518,0.0494,0.0783,0.0785,0.0601,0.0599
MPNIX,Columbia Adaptive Retirement 20,Columbia Adaptive Retirement 2045 Fund Advisor Class,Muni National Interm,Columbia Threadneedle,0.035,0.048,0.0348,0.0349,0.0458,0.0466
MPNYX,Columbia Adaptive Retirement 20,Columbia Adaptive Retirement 2040 Fund Institutional 3 Class,Muni New York Long,Columbia Threadneedle,0.0651,0.055,0.0783,0.0785,0.0605,0.0593
MPOAX,Columbia Adaptive Risk Allocati,Columbia Adaptive Risk Allocation Fund Advisor Class,Muni California Long,Columbia Threadneedle,0.0645,0.0571,0.0783,0.0785,0.0746,0.0798
MPOCX,Columbia Adaptive Retirement 20,Columbia Adaptive Retirement 2050 Fund Advisor Class,Muni Single State Long,Columbia Threadneedle,0.0428,0.0475,0.0783,0.0785,0.055,0.0569
MPOLX,Columbia Adaptive Retirement 20,Columbia Adaptive Retirement 2050 Fund Institutional 3 Class,Muni Single State Long,Columbia Threadneedle,0.0434,0.05,0.0783,0.0785,0.053,0.0577
MPONX,Columbia Adaptive Retirement 20,Columbia Adaptive Retirement 2060 Fund Institutional 3 Class,Muni Single State Long,Columbia Threadneedle,0.0551,0.048,0.0783,0.0785,0.0567,0.0594
MPPAX,Columbia Adaptive Risk Allocati,Columbia Adaptive Risk Allocation Fund Institutional 3 Class,Muni Pennsylvania,Columbia Threadneedle,0.0572,0.0547,0.0783,0.0785,0.0629,0.061
MPPIX,Castle Focus Fund Class C,Castle Focus Fund Class C,Muni Pennsylvania,Castle Investment Management,0.0292,0.0465,0.0343,0.0314,0.0407,0.0446
MPRAX,Adaptive Tactical Rotation Fund,Adaptive Tactical Rotation Fund C Class,Muni Single State Long,Cavalier,0.0442,0.0474,0.0783,0.0785,0.0437,0.0591
MPRRX,Columbia Strategic Municipal In,Columbia Strategic Municipal Income Fund Advisor Class,Large Blend,Columbia Threadneedle,0.4162,0.1556,0.1245,0.1252,0.2321,-0.1978
MPRSX,Columbia Strategic Municipal In,Columbia Strategic Municipal Income Fund Institutional 3 Class,Diversified Emerging Mkts,Columbia Threadneedle,0.1646,0.0781,0.0823,0.0785,0.1447,-0.2771
MPSAX,Columbia Strategic Municipal In,Columbia Strategic Municipal Income Fund Institutional Class,Inflation-Protected Bond,Columbia Threadneedle,0.0812,0.0727,0.0438,0.029,0.0516,0.058
MPSDX,U.S. Govt Securities Fund Class,Shelton Capital Management U.S. Government Securities Fund Class K,Short-Term Bond,Shelton Capital Management,0.0578,0.0294,0.0219,0.0785,0.0199,0.0101
MPSIX,U.S. Government Securities Fund,Shelton Capital Management U.S. Government Securities Fund Direct Shares,Mid-Cap Blend,Shelton Capital Management,0.4565,0.1276,0.1184,0.1259,0.2769,-0.2259
MPSMX,Catholic Values Equity Fund Cla,SEI Catholic Values Trust Catholic Values Equity Fund Class F,Diversified Emerging Mkts,SEI,0.1689,0.0819,0.086,0.0251,0.1463,-0.2764
MPSSX,Adaptive Tactical Economic Fund,Adaptive Tactical Outlook Fund A Class,Small Growth,Cavalier,0.4254,0.1367,0.1266,0.1256,0.2871,-0.2791
MPSTX,Adaptive Tactical Rotation Fund,Adaptive Tactical Rotation Fund Class A,Muni National Short,Cavalier,0.0117,0.0196,0.0133,0.0108,0.0086,0.0111
MPSUX,Catholic Values Equity Fund Cla,SEI Catholic Values Trust Catholic Values Equity Fund Class Y,Short Government,SEI,0.0009,0.023,0.0119,0.0077,0.001,0.0045
MPTRX,Catalyst/MAP Global Equity Fund,Catalyst/MAP Global Equity Fund Class A,Intermediate Core-Plus Bond,Catalyst Mutual Funds,0.0028,0.0593,0.035,0.0785,0.0537,-0.0226
MPUSX,Catalyst/MAP Global Equity Fund,Catalyst/MAP Global Equity Fund Class C,Small Blend,Catalyst Mutual Funds,0.4391,0.0911,0.0783,0.0785,0.1668,-0.159
MPVOX,Catalyst/MAP Global Equity Fund,Catalyst/MAP Global Equity Fund Class I,Muni Single State Long,Catalyst Mutual Funds,0.0441,0.0503,0.0783,0.0785,0.0524,0.059
MPWVX,American Century CA High-Yield ,American Century California High Yield Municipal Fund A Class,Muni Single State Long,American Century Investments,0.0439,0.0468,0.0783,0.0785,0.0533,0.0591
MPZRX,American Century CA High-Yield ,American Century California High Yield Municipal Fund Class C,Diversified Emerging Mkts,American Century Investments,0.1621,0.0753,0.0796,0.0785,0.143,-0.2779
MPZSX,American Funds Moderate Growth ,American Funds Moderate Growth and Income Portfolio Class 529-A,Diversified Emerging Mkts,American Funds,0.17,0.0829,0.0871,0.0264,0.1481,-0.2762
MQGIX,"AB Global Risk Allocation Fund,",AB Global Risk Allocation Fund Class C,Foreign Large Growth,AllianceBernstein,0.2272,0.1166,0.1075,0.0833,0.2013,-0.2173
MQIFX,American Funds Moderate Growth ,American Funds Moderate Growth and Income Portfolio Class 529-E,World Allocation,American Funds,0.2466,0.0185,0.044,0.0624,0.157,-0.1482
MQLBX,American Funds Moderate Growth ,American Funds Moderate Growth and Income Portfolio Class 529-F-1,Short-Term Bond,American Funds,0.0101,0.0265,0.014,0.0098,0.0159,-0.0056
MQLCX,American Funds Moderate Growth ,American Funds Moderate Growth and Income Portfolio Class ABLE-A,Short-Term Bond,American Funds,0.0091,0.0254,0.013,0.0088,0.0153,-0.0059
MQLFX,Calvert Balanced Fund Class I,Calvert Balanced Fund Class I,Short-Term Bond,Calvert Research and Management,0.0176,0.0341,0.0216,0.0173,0.0203,-0.0007
MQLGX,Columbia Balanced Fund Class I,Columbia Balanced Fund Institutional Class,Short-Term Bond,Columbia Threadneedle,0.0074,0.0255,0.013,0.0087,0.0153,-0.0043
MQLHX,Calvert Balanced Fund Class R6,Calvert Balanced Fund Class R6,Short-Term Bond,Calvert Research and Management,0.0149,0.0331,0.0206,0.0164,0.0197,-0.0028
MQLIX,AB Relative Value Fund - C,AB Relative Value Fund Class C,Short-Term Bond,AllianceBernstein,0.0175,0.0352,0.0232,0.0186,0.0212,-0.0001
MQLJX,,American Funds Moderate Growth and Income Portfolio Class ABLE-F-2,Short-Term Bond,American Funds,0.0191,0.0351,0.0237,0.0191,0.0212,-0.0001
MQLKX,AB Relative Value Fund - I,AB Relative Value Fund Class I,Short-Term Bond,AllianceBernstein,0.0198,0.0364,0.0238,0.0785,0.0203,-0.0007
MQRIX,AB Relative Value Fund - K,AB Relative Value Fund Class K,Tactical Allocation,AllianceBernstein,0.638,0.1253,0.0955,0.0785,0.1668,-0.159
MRAEX,AB Relative Value Fund - R,AB Relative Value Fund Class R,Large Growth,AllianceBernstein,0.2975,0.2157,0.1753,0.0785,0.2108,-0.1509
MRAGX,AB Relative Value Fund - ADV,AB Relative Value Fund Advisor Class,Small Growth,AllianceBernstein,0.4716,0.1653,0.1495,0.0785,0.2952,-0.1923
MRASX,AB Relative Value Fund - Z,AB Relative Value Fund Class Z,Real Estate,AllianceBernstein,0.3371,0.1305,0.0783,0.0785,0.3076,-0.1607
MRBBX,Calvert Bond Fund Class I,Calvert Bond Fund Class I,Intermediate Core-Plus Bond,Calvert Research and Management,0.0042,0.0555,0.0319,0.0297,0.0379,0.0184
MRBCX,Columbia Balanced Fund Class Ad,Columbia Balanced Fund Advisor Class,Intermediate Core-Plus Bond,Columbia Threadneedle,0.0032,0.0544,0.0308,0.0287,0.0374,0.0182
MRBFX,Columbia Balanced Fund Class I3,Columbia Balanced Fund Institutional 3 Class,Intermediate Core-Plus Bond,Columbia Threadneedle,0.0126,0.0638,0.0396,0.0375,0.0416,0.0218
MRBGX,Wells Fargo C&B Large Cap Value,Wells Fargo C&B Large Cap Value Fund - Class A,Intermediate Core-Plus Bond,Wells Fargo Funds,0.0032,0.0544,0.0308,0.0287,0.0374,0.0172
MRBHX,Wells Fargo C&B Large Cap Value,Wells Fargo C&B Large Cap Value Fund - Class C,Intermediate Core-Plus Bond,Wells Fargo Funds,0.0116,0.0627,0.0387,0.0365,0.042,0.0204
MRBIX,Wells Fargo C&B Large Cap Value,Wells Fargo C&B Large Cap Value Fund Class R6,Intermediate Core-Plus Bond,Wells Fargo Funds,0.0141,0.065,0.0411,0.039,0.0434,0.0224
MRBJX,American Funds Global Balanced ,American Funds Global Balanced Fund Class 529-A,Intermediate Core-Plus Bond,American Funds,0.0132,0.065,0.0411,0.0391,0.0435,0.0214
MRBKX,American Funds Global Balanced ,American Funds Global Balanced Fund Class 529-C,Intermediate Core-Plus Bond,American Funds,0.015,0.066,0.0422,0.0398,0.0428,0.022
MRBPX,American Funds Global Balanaced,American Funds Global Balanced Fund Class 529-E,Allocation--50% to 70% Equity,American Funds,0.2257,0.1284,0.1014,0.0998,0.1568,-0.1313
MRBVX,American Funds Global Balanced ,American Funds Global Balanced Fund Class 529-F-1,Large Value,American Funds,0.4057,0.0945,0.0792,0.1028,0.2491,-0.2129
MRCBX,Columbia Bond Fund Cl R,Columbia Bond Fund Class R,Intermediate Core-Plus Bond,Columbia Threadneedle,0.0109,0.0585,0.0353,0.0382,0.0419,0.0119
MRCEX,JPMorgan Corporate Bond Fund I ,JPMorgan Corporate Bond Fund Class I,Large Growth,JPMorgan,0.2931,0.2112,0.1705,0.0785,0.2056,-0.1535
MRCGX,JPMorgan Corporate Bond Fund- R,JPMorgan Corporate Bond Fund Class R6,Small Growth,JPMorgan,0.4611,0.1572,0.1416,0.0785,0.2895,-0.1948
MRCLX,Columbia Bond Fund Class I3,Columbia Bond Fund Institutional 3 Class,Allocation--15% to 30% Equity,Columbia Threadneedle,0.0967,0.0762,0.0554,0.0517,0.0926,-0.0446
MRCSX,Calvert Green Bond Fund Class R,Calvert Green Bond Fund Class R6,Allocation--15% to 30% Equity,Calvert Research and Management,0.0982,0.0781,0.0574,0.0536,0.0933,-0.0446
MRCUX,Victory Market Neutral Income F,Victory Market Neutral Income Fund Class A,Allocation--15% to 30% Equity,Victory Capital,0.0991,0.0791,0.0583,0.0785,0.0933,-0.0446
MRCVX,Victory Market Neutral Income F,Victory Market Neutral Income Fund Class C,Allocation--15% to 30% Equity,Victory Capital,0.091,0.0715,0.0511,0.0785,0.0901,-0.0457
MRCYX,Victory Market Neutral Income F,Victory Market Neutral Income Fund Class I,Allocation--15% to 30% Equity,Victory Capital,0.0967,0.0769,0.0562,0.0526,0.0935,-0.0446
MRCZX,,Victory Market Neutral Income Fund Member Class,Allocation--15% to 30% Equity,Victory Capital,0.0944,0.0741,0.0537,0.0785,0.0917,-0.0452
MRDAX,ClearBridge International Small,ClearBridge International Small Cap Fund Class IS,Target-Date Retirement,Franklin Templeton Investments,0.1383,0.0794,0.0569,0.0516,0.0993,-0.065
MRDPX,"Columbia Fds Srs Tr I, Balanced",Columbia Balanced Fund Class A,Emerging Markets Bond,Columbia Threadneedle,0.0633,0.0479,0.054,0.0785,0.1668,-0.159
MRDVX,"Columbia Fds Srs Tr I, Balanced",Columbia Balanced Fund Class C,Large Value,Columbia Threadneedle,0.3431,0.1047,0.1078,0.1097,0.2107,-0.1395
MREFX,CrossingBridge Low Duration Hig,CrossingBridge Low Duration High Yield Fund Institutional Class Shares,Europe Stock,CrossingBridge,0.3759,0.1149,0.0563,0.0566,0.1876,-0.2914
MREGX,CornerCap Balanced Fund,CornerCap Balanced Fund,World Large-Stock Blend,CornerCap,0.3787,0.1858,0.1107,0.0997,0.1615,-0.1972
MRERX,Wells Fargo C&B Large Cap Value,Wells Fargo C&B Large Cap Value Fund - Class Admin,Large Blend,Wells Fargo Funds,0.3695,0.1826,0.1489,0.1473,0.2418,-0.1769
MRESX,Columbia Balanced Fund Class R,Columbia Balanced Fund Class R,Real Estate,Columbia Threadneedle,0.3364,0.1292,0.0926,0.0988,0.3076,-0.1607
MRETX,Wells Fargo C&B Large Cap Value,Wells Fargo C&B Large Cap Value Fund - Class Inst,Real Estate,Wells Fargo Funds,0.4489,0.0431,0.0783,0.0785,0.3065,-0.1743
MREZX,Wells Fargo C&B Mid Cap Value F,Wells Fargo C&B Mid Cap Value Fund - Class A,Real Estate,Wells Fargo Funds,0.3397,0.1322,0.0783,0.0785,0.3076,-0.1607
MRFAX,Wells Fargo C&B Mid Cap Value F,Wells Fargo C&B Mid Cap Value Fund - Class C,Target-Date 2040,Wells Fargo Funds,0.2944,0.1177,0.0944,0.0908,0.2094,-0.1906
MRFGX,Wells Fargo C&B Mid Cap Value F,Wells Fargo C&B Mid Cap Value Fund - Class Admin,Large Growth,Wells Fargo Funds,0.3755,0.2384,0.1836,0.1624,0.2247,-0.2063
MRFIX,Columbia Capital Allocation Mod,Columbia Capital Allocation Moderate Portfolio Class R,Large Blend,Columbia Threadneedle,0.3535,0.1818,0.1477,0.1478,0.2529,-0.1682
MRFOX,Wells Fargo C&B Mid Cap Value F,Wells Fargo C&B Mid Cap Value Fund - Class Inst,Large Growth,Wells Fargo Funds,0.2675,0.1976,0.0783,0.0785,0.1668,-0.159
MRFTX,Wells Fargo C&B Mid Cap Value F,Wells Fargo C&B Mid Cap Value Fund - Class R6,Target-Date 2040,Wells Fargo Funds,0.3007,0.1231,0.0995,0.0785,0.2121,-0.1896
MRFUX,Columbia Capital Allocation Mod,Columbia Capital Allocation Moderate Portfolio Institutional Class,Target-Date 2040,Columbia Threadneedle,0.3016,0.1239,0.1004,0.0785,0.2121,-0.1896
MRFYX,American Funds Emerging Markets,American Funds Emerging Markets Bond Fund Class 529-A,Target-Date 2040,American Funds,0.2976,0.1205,0.0973,0.0938,0.2126,-0.1903
MRFZX,American Funds Emerging Markets,American Funds Emerging Markets Bond Fund Class 529-C,Target-Date 2040,American Funds,0.2953,0.1186,0.0955,0.0785,0.2104,-0.1904
MRGAX,American Funds Emerging Markets,American Funds Emerging Markets Bond Fund Class 529-E,Large Blend,American Funds,0.3728,0.1855,0.1518,0.1501,0.2433,-0.1761
MRGBX,American Funds Emerging Markets,American Funds Emerging Markets Bond Fund Class 529-F-1,Large Blend,American Funds,0.3623,0.1766,0.1432,0.1416,0.2383,-0.1793
MRGCX,Columbia Total Return Bond Fund,Columbia Total Return Bond Fund Advisor Class,Large Blend,Columbia Threadneedle,0.3625,0.1765,0.1431,0.1415,0.2379,-0.1789
MRGEX,Intermediate Bond Fund of Ameri,American Funds Intermediate Bond Fund of America Class 529-A,Diversified Emerging Mkts,American Funds,0.2241,0.0822,0.0783,0.0785,0.162,-0.2276
MRGGX,Intermediate Bond Fund of Ameri,American Funds Intermediate Bond Fund of America Class 529-C,Large Blend,American Funds,0.3626,0.1766,0.1431,0.1415,0.2384,-0.1792
MRGHX,Intermediate Bond Fund of Ameri,American Funds Intermediate Bond Fund of America Class 529-E,Large Blend,American Funds,0.3726,0.1855,0.1517,0.1501,0.2437,-0.1765
MRGIX,Intermediate Bond Fund of Ameri,American Funds Intermediate Bond Fund of America Class 529-F,Multisector Bond,American Funds,0.0946,0.0783,0.0526,0.041,0.0242,0.0275
MRGJX,Calvert Bond Fund Class R6,Calvert Bond Fund Class R6,Large Blend,Calvert Research and Management,0.3762,0.1884,0.1546,0.153,0.2455,-0.1756
MRGKX,American Funds Moderate Growth ,American Funds Moderate Growth and Income Portfolio Class 529-C,Large Blend,American Funds,0.3776,0.1894,0.1556,0.0785,0.2433,-0.1761
MRGLX,Pioneer Balanced ESG Fund Class,Pioneer Balanced ESG Fund Class R,Allocation--70% to 85% Equity,Amundi US,0.2782,0.1251,0.1023,0.0998,0.2281,-0.1739
MRGOX,Virtus Seix Total Return Bond F,Virtus Seix Total Return Bond Fund Class A,Infrastructure,Virtus,0.1664,0.0883,0.0783,0.0785,0.183,-0.067
MRGRX,JPMorgan Corporate Bond Fund- A,JPMorgan Corporate Bond Fund Class A,Large Blend,JPMorgan,0.3762,0.1884,0.1546,0.153,0.2454,-0.1754
MRGSX,JPMorgan Corporate Bond Fund- C,JPMorgan Corporate Bond Fund Class C,World Large-Stock Blend,JPMorgan,0.3134,0.1189,0.0938,0.0924,0.1988,-0.2393
MRGUX,,CrossingBridge Responsible Credit Fund Institutional Class Shares,Allocation--70% to 85% Equity,CrossingBridge,0.2817,0.1284,0.1057,0.0785,0.2287,-0.1739
MRGVX,"Columbia Fds Srs Tr I, Mid Cap ",Columbia Mid Cap Growth Fund Class A,Allocation--70% to 85% Equity,Columbia Threadneedle,0.273,0.1205,0.0979,0.0785,0.2251,-0.1749
MRGYX,"AB Global Risk Allocation Fund,",AB Global Risk Allocation Fund Class K,Allocation--70% to 85% Equity,AllianceBernstein,0.28,0.1263,0.1035,0.1009,0.2287,-0.1739
MRGZX,"AB Global Risk Allocation Fund,",AB Global Risk Allocation Fund Class R,Allocation--70% to 85% Equity,AllianceBernstein,0.2757,0.1231,0.1006,0.0785,0.2269,-0.1744
MRHYX,"Columbia Fds Srs Tr I, Mid Cap ",Columbia Mid Cap Growth Fund Class V,High Yield Bond,Columbia Threadneedle,0.1199,0.0565,0.0783,0.0785,0.019,-0.159
MRIBX,"AB Global Risk Allocation Fund,",AB Global Risk Allocation Fund Class Adv,Foreign Large Blend,AllianceBernstein,0.2391,0.0911,0.0674,0.054,0.1313,-0.2224
MRICX,Six Circles Tax Aware Bond Fund,Six Circles Tax Aware Bond Fund,Foreign Large Blend,Six Circles,0.2396,0.0913,0.0674,0.054,0.132,-0.2229
MRIEX,,CrossingBridge Ultra-Short Duration Fund Institutional Class Shares,Large Growth,CrossingBridge,0.3041,0.22,0.1783,0.0785,0.2126,-0.15
MRIGX,Columbia Income Builder Fund Cl,Columbia Income Builder Fund Class R,Small Growth,Columbia Threadneedle,0.4752,0.1687,0.1528,0.0785,0.297,-0.1914
MRIMX,Columbia Income Builder Fund Cl,Columbia Income Builder Fund Institutional Class,Mid-Cap Value,Columbia Threadneedle,0.4973,0.105,0.0783,0.0785,0.2993,-0.1825
MRJAX,Columbia Capital Allocation Con,Columbia Capital Allocation Conservative Portfolio Class R,World Allocation,Columbia Threadneedle,0.2541,0.0724,0.0783,0.0785,0.1668,-0.159
MRJCX,Columbia Capital Allocation Con,Columbia Capital Allocation Conservative Portfolio Institutional Class,World Allocation,Columbia Threadneedle,0.2438,0.0643,0.0783,0.0785,0.1668,-0.159
MRJIX,Calvert Mid-Cap Fund Class C,Calvert Mid-Cap Fund Class C,World Allocation,Calvert Research and Management,0.2585,0.0761,0.0783,0.0785,0.1668,-0.159
MRJSX,Calvert Mid-Cap Fund Class A,Calvert Mid-Cap Fund Class A,World Allocation,Calvert Research and Management,0.2589,0.0764,0.0783,0.0785,0.1668,-0.159
