fund_symbol,fund_short_name,fund_long_name,fund_category,fund_family,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,fund_sharpe_ratio_5years,fund_treynor_ratio_5years
NUGT,AllianzGl Global Sustainability,Virtus AllianzGI Global Sustainability Fund Class P,Trading--Leveraged Equity,Virtus,-0.2568,-0.2157,-0.3493,-0.497,-0.01,-16.43
NUHY,Astor Dynamic Allocation Fund C,Astor Dynamic Allocation Fund Class C,High Yield Bond,Astor,0.1064,0.0864,0.08785,0.0542,0.6,9.4
NULC,AllianzGl Global Sustainability,Virtus AllianzGI Global Sustainability Fund Class A,Large Blend,Virtus,0.4246,0.0864,0.08785,0.0542,0.6,9.4
NULG,American Beacon Small Cap Value,American Beacon Small Cap Value Fund C Class,,American Beacon,0.5569,0.2688,0.08785,0.0542,0.6,9.4
NULV,American Century Small Cap Valu,American Century Small Cap Value Fund R6 Class,,American Century Investments,0.4095,0.123,0.08785,0.0542,0.6,9.4
NUMG,American Century Small Cap Valu,American Century Small Cap Value Fund R5 Class,,American Century Investments,0.6148,0.2465,0.08785,0.0542,0.6,9.4
NUMV,Small Cap Value Fund Class G,American Century Small Cap Value Fund G Class,,American Century Investments,0.6233,0.1167,0.08785,0.0542,0.6,9.4
NURE,American Century Small Cap Valu,American Century Small Cap Value Fund Investor Class,Real Estate,American Century Investments,0.5362,0.1115,0.08785,0.0542,0.6,9.4
NUSA,American Century Small Cap Valu,American Century Small Cap Value Fund C Class,Short-Term Bond,American Century Investments,0.0095,0.0397,0.08785,0.0542,0.6,9.4
NUSC,AllianzGI Small-Cap Value Fund ,Virtus NFJ Small-Cap Value Fund Class P,,Virtus,0.8031,0.18,0.08785,0.0542,0.6,9.4
NUSI,American Century Small Cap Valu,American Century Small Cap Value Fund R Class,,American Century Investments,0.1168,0.0864,0.08785,0.0542,0.6,9.4
NVQ,American Century Small Cap Valu,American Century Small Cap Value Fund Y Class,Mid-Cap Value,American Century Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
NXTG,Short Duration Strategic Income,American Century Short Duration Strategic Income Fund R6 Class,Technology,American Century Investments,0.4151,0.1738,0.1696,0.1227,1.05,17.41
OBOR,American Century Short Duration,American Century Short Duration Strategic Income Fund Y Class,,American Century Investments,0.5528,0.1036,0.08785,0.0542,0.6,9.4
OCIO,American Century Strategic Inco,American Century Strategic Income Fund Y Class,Allocation--50% to 70% Equity,American Century Investments,0.2307,0.098,0.08785,0.0542,0.6,9.4
OCTZ,"AB Cap Fund, Inc. - AB Select U",AB Select US Long/Short Portfolio Advisor Class,,AllianceBernstein,0.353,0.0864,0.08785,0.0542,0.6,9.4
OEUR,Alger Weatherbie Specialized Gr,Alger Weatherbie Specialized Growth Fund Class Y,Europe Stock,Alger,0.2961,0.0924,0.0717,0.0542,0.49,7.08
OGIG,ATAC Rotation Fund - Investor C,ATAC Rotation Fund Investor Class,,ATAC Fund,0.864,0.0864,0.08785,0.0542,0.6,9.4
OILK,American Trust Allegiance Fund,American Trust Allegiance Fund,,American Trust Company,0.768,-0.213,0.08785,0.0542,0.6,9.4
OLD,Anchor Risk Managed Global Stra,Anchor Risk Managed Global Strategies Fund Advisor Class Shares,Real Estate,Anchor,0.4351,0.1128,0.0752,0.0542,0.4,5.91
OMFL,Anchor Risk Managed Municipal S,Anchor Risk Managed Municipal Strategies Fund Advisor Class Shares,Large Blend,Anchor,0.5977,0.2257,0.08785,0.0542,0.6,9.4
OMFS,American Century Intermediate-T,American Century Intermediate-Term Tax-Free Bond Fund Y Class,Small Blend,American Century Investments,0.8333,0.1689,0.08785,0.0542,0.6,9.4
ONEO,Anchor Risk Managed Credit Stra,Anchor Risk Managed Credit Strategies Fund Advisor Class Shares,Mid-Cap Blend,Anchor,0.4602,0.1247,0.1331,0.0542,0.73,10.68
ONEQ,"AB Bond Fund, Inc. - AB Tax-Awa",AB Tax-Aware Fixed Income Opportunities Portfolio Class C,Large Growth,AllianceBernstein,0.4504,0.257,0.2569,0.192,1.38,23.06
ONEV,ATAC Rotation Fund - Institutio,ATAC Rotation Fund Institutional Class,Mid-Cap Value,ATAC Fund,0.4401,0.149,0.1452,0.0542,0.83,12.73
ONEY,Anchor Risk Managed Credit Stra,Anchor Risk Managed Credit Strategies Fund Institutional Class,Mid-Cap Value,Anchor,0.6619,0.1406,0.1565,0.0542,0.7,10.73
ONLN,Anchor Risk Managed Equity Stra,Anchor Risk Managed Equity Strategies Fund Advisor Class,Consumer Cyclical,Anchor,0.5886,0.0864,0.08785,0.0542,0.6,9.4
ONOF,AB Sustainable Global Thematic ,AB Sustainable Global Thematic Fund Class C,,AllianceBernstein,0.353,0.0864,0.08785,0.0542,0.6,9.4
OOTO,AB Sustainable Global Thematic ,AB Sustainable Global Thematic Fund Class K,Trading--Leveraged Equity,AllianceBernstein,0.353,0.0864,0.08785,0.0542,0.6,9.4
OPER,AB Sustainable Global Thematic ,AB Sustainable Global Thematic Fund Class R,Ultrashort Bond,AllianceBernstein,0.0041,0.0864,0.08785,0.0542,0.6,9.4
OPPX,Anchor Risk Managed Equity Stra,Anchor Risk Managed Equity Strategies Fund Institutional Class,,Anchor,0.353,0.0864,0.08785,0.0542,0.6,9.4
OSCV,AB Sustainable Global Thematic ,AB Sustainable Global Thematic Fund Advisor Class,Small Blend,AllianceBernstein,0.4969,0.0864,0.08785,0.0542,0.6,9.4
OUNZ,Invesco Limited Term Muni Inc F,Invesco Limited Term Municipal Income Fund Class A,,Invesco,-0.0092,0.1185,0.0558,0.0542,0.39,40.2
OUSA,Invesco Limited Term Muni Inc F,Invesco Limited Term Municipal Income Fund Class C,Large Value,Invesco,0.2921,0.1384,0.1134,0.0542,0.77,11.79
OUSM,Invesco Limited Term Muni Inc F,Invesco Limited Term Municipal Income Fund Class R5,,Invesco,0.5199,0.1323,0.08785,0.0542,0.6,9.4
OVB,Invesco Limited Term Municipal ,Invesco Limited Term Municipal Income Fund Class R6,Intermediate-Term Bond,Invesco,0.0312,0.0864,0.08785,0.0542,0.6,9.4
OVF,Invesco Limited Term Muni Inc F,Invesco Limited Term Municipal Income Fund Class Y,Foreign Large Blend,Invesco,0.225,0.0864,0.08785,0.0542,0.6,9.4
OVL,American Century International ,American Century International Growth Fund R6 Class,Large Blend,American Century Investments,0.4593,0.0864,0.08785,0.0542,0.6,9.4
OVLH,American Century International ,American Century International Growth Fund R5 Class,Large Blend,American Century Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
OVM,American Century International ,American Century International Growth Fund R Class,Muni National Interm,American Century Investments,0.0794,0.0864,0.08785,0.0542,0.6,9.4
OVS,Anchor Risk Managed Global Stra,Anchor Risk Managed Global Strategies Fund Institutional Class Shares,Small Blend,Anchor,0.7353,0.0864,0.08785,0.0542,0.6,9.4
OVT,American Century Heritage Fd A ,American Century Heritage Fund A Class,Short-Term Bond,American Century Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
PAK,American Century Heritage Fund ,American Century Heritage Fund R6 Class,Miscellaneous Region,American Century Investments,0.3702,-0.0836,-0.0887,0.0542,-0.21,-8.19
PALC,American Century Heritage Fund ,American Century Heritage Fund R5 Class,Large Blend,American Century Investments,0.5782,0.0864,0.08785,0.0542,0.6,9.4
PALL,American Century Heritage Fund ,American Century Heritage Fund I Class,,American Century Investments,0.4206,0.4204,0.3514,0.1315,1.15,165.63
PAMC,American Century Heritage Fund ,American Century Heritage Fund R Class,Mid-Cap Blend,American Century Investments,0.5183,0.0864,0.08785,0.0542,0.6,9.4
PAPR,American Century Heritage Fund ,American Century Heritage Fund Y Class,,American Century Investments,0.0976,0.0864,0.08785,0.0542,0.6,9.4
PAUG,Aquila Three Peaks High Income ,Aquila Three Peaks High Income Fund Class Institutional,,Aquila,0.14,0.0864,0.08785,0.0542,0.6,9.4
PAVE,Voya Global Multi-Asset Fund cl,Atlas U.S. Tactical Income Fund Class A,,"ATLAS US. TACTICAL INCOME FUND, INC.",0.8114,0.1798,0.08785,0.0542,0.6,9.4
PAWZ,,Atlas U.S. Tactical Income Fund Class C,Miscellaneous Sector,"ATLAS US. TACTICAL INCOME FUND, INC.",0.6424,0.0864,0.08785,0.0542,0.6,9.4
PBD,PIMCO Strategic Bond Fund Class,PIMCO Strategic Bond Fund Class A,Miscellaneous Sector,PIMCO,0.966,0.3999,0.2592,0.102,0.98,18.14
PBDM,PIMCO Strategic Bond Fund Class,PIMCO Strategic Bond Fund Class C,Foreign Large Blend,PIMCO,0.3359,0.0805,0.08785,0.0542,0.6,9.4
PBEE,Anchor Risk Managed Municipal S,Anchor Risk Managed Municipal Strategies Fund Institutional Class,Diversified Emerging Mkts,Anchor,0.386,0.1118,0.08785,0.0542,0.6,9.4
PBND,Aberdeen Ultra Short Municipal ,Aberdeen Ultra Short Municipal Income Fund Class A,Intermediate-Term Bond,Aberdeen,-0.0079,0.0522,0.08785,0.0542,0.6,9.4
PBP,Aberdeen Ultra Short Municipal ,Aberdeen Ultra Short Municipal Income Fund Class A1,,Aberdeen,0.263,0.0481,0.0645,0.0629,0.5,7.68
PBSM,Aberdeen Ultra Short Municipal ,Aberdeen Ultra Short Municipal Income Fund Institutional Class,Small Blend,Aberdeen,0.62,0.1294,0.08785,0.0542,0.6,9.4
PBTP,Aperture Endeavour Equity Fund ,Aperture Endeavour Equity Fund Institutional Shares,Inflation-Protected Bond,Aperture Investors,0.0592,0.0427,0.08785,0.0542,0.6,9.4
PBUS,Aquila Three Peaks High Income ,Aquila Three Peaks High Income Fund Class A,Large Blend,Aquila,0.4232,0.1897,0.08785,0.0542,0.6,9.4
PCEF,Aquila Three Peaks High Income ,Aquila Three Peaks High Income Fund Class C,Allocation--15% to 30% Equity,Aquila,0.3281,0.1063,0.0996,0.0747,0.7,6.48
PCY,Aquila Three Peaks High Income ,Aquila Three Peaks High Income Fund Class Y,,Aquila,0.1187,0.0561,0.0432,0.0514,0.34,1.96
PDBC,Water Island Long/Short Fund Re,The Water Island Long/Short Fund Class R,,Arbitrage Fund,0.623,0.0117,0.0453,0.0542,0.28,2.94
PDEC,Water Island Long/Short Fund In,The Water Island Long/Short Fund Class I,,Arbitrage Fund,0.1509,0.0864,0.08785,0.0542,0.6,9.4
PDEV,Catalyst Systematic Alpha Class,Catalyst Systematic Alpha Fund Class A,Foreign Large Blend,Catalyst Mutual Funds,0.3703,0.0864,0.08785,0.0542,0.6,9.4
PDN,Catalyst Systematic Alpha Class,Catalyst Systematic Alpha Fund Class C,Foreign Small/Mid Value,Catalyst Mutual Funds,0.4224,0.0731,0.1075,0.0663,0.64,8.96
PDP,Catalyst Systematic Alpha Class,Catalyst Systematic Alpha Fund Class I,Large Growth,Catalyst Mutual Funds,0.3306,0.1765,0.1666,0.1355,0.99,16.34
PEX,Aquila Three Peaks Opportunity ,Aquila Three Peaks Opportunity Growth Fund Institutional Class,Miscellaneous Sector,Aquila,0.5692,0.0872,0.1047,0.0542,0.52,6.96
PEXL,"AB Bond Fund, Inc. - AB Tax-Awa",AB Tax-Aware Fixed Income Opportunities Portfolio Class A,,AllianceBernstein,0.5004,0.0864,0.08785,0.0542,0.6,9.4
PEY,American Century One Choice in ,American Century Investments One Choice In Retirement Portfolio C Class,Mid-Cap Value,American Century Investments,0.4953,0.1014,0.1016,0.132,0.58,8.96
PEZ,American Century One Choice In ,American Century Investments One Choice In Retirement Portfolio I Class,Consumer Cyclical,American Century Investments,1.0128,0.1983,0.1813,0.1371,0.73,11.05
PFEB,"AB Bond Fund, Inc. - AB Tax-Awa",AB Tax-Aware Fixed Income Opportunities Portfolio Advisor Class,,AllianceBernstein,0.1708,0.0864,0.08785,0.0542,0.6,9.4
PFF,Athena Behavioral Tactical Fund,Athena Behavioral Tactical Fund Class A,Preferred Stock,Athena Fund,0.191,0.07,0.053,0.0587,0.48,4.2
PFFA,Athena Behavioral Tactical Fund,Athena Behavioral Tactical Fund Class I,Preferred Stock,Athena Fund,0.5269,0.0921,0.08785,0.0542,0.6,9.4
PFFD,Alger 35 Fund Class P,Alger 35 Fund Class Z,Preferred Stock,Alger,0.1733,0.0819,0.08785,0.0542,0.6,9.4
PFFL,Alger 35 Fund Class P-2,Alger 35 Fund Class P-2,Trading--Miscellaneous,Alger,0.3196,0.0864,0.08785,0.0542,0.6,9.4
PFFR,The AB Portfolios - AB Tax-Mana,AB Tax-Managed Wealth Appreciation Strategy Class A,,AllianceBernstein,0.4573,0.0644,0.08785,0.0542,0.6,9.4
PFFV,The AB Portfolios - AB Tax-Mana,AB Tax-Managed Wealth Appreciation Strategy Class C,Preferred Stock,AllianceBernstein,0.2204,0.0864,0.08785,0.0542,0.6,9.4
PFI,The AB Portfolios - AB Tax-Mana,AB Tax-Managed Wealth Appreciation Strategy Advisor Class,Financial,AllianceBernstein,0.4958,0.1521,0.1195,0.1159,0.65,10.15
PFIG,American Century International ,American Century International Growth Fund Y Class,,American Century Investments,0.0783,0.0525,0.0361,0.0542,0.62,2.65
PFIX,Invesco World Bond Factor Fund ,Invesco World Bond Factor Fund Class A,,Invesco,0.353,0.0864,0.08785,0.0542,0.6,9.4
PFLD,Invesco World Bond Factor Fund ,Invesco World Bond Factor Fund Class C,Preferred Stock,Invesco,0.1495,0.0864,0.08785,0.0542,0.6,9.4
PFM,Invesco World Bond Factor Fund ,Invesco World Bond Factor Fund Class R6,Large Value,Invesco,0.3099,0.1461,0.1226,0.1167,0.85,13.03
PFUT,Invesco World Bond Factor Fund ,Invesco World Bond Factor Fund Class R5,Large Growth,Invesco,0.353,0.0864,0.08785,0.0542,0.6,9.4
PFXF,Invesco World Bond Factor Fund ,Invesco World Bond Factor Fund Class Y,Preferred Stock,Invesco,0.2314,0.0862,0.0623,0.0542,0.49,4.35
PGAL,AQR Large Cap Defensive Style F,AQR Large Cap Defensive Style Fund Class I,Miscellaneous Region,AQR Funds,0.2351,0.0002,0.0773,0.0542,0.42,5.67
PGF,AQR Large Cap Defensive Style F,AQR Large Cap Defensive Style Fund Class N,Preferred Stock,AQR Funds,0.131,0.0691,0.0554,0.0666,0.65,5.08
PGHY,Auer Growth Fund,Auer Growth Fund,,Auer,0.1395,0.0318,0.0455,0.0542,0.68,16.72
PGM,Columbia Quality Income Fund Cl,Columbia Quality Income Fund Class A,,Columbia Threadneedle,0.2126,0.0529,0.08785,0.0542,0.6,9.4
PGRO,Columbia Quality Income Fund Cl,Columbia Quality Income Fund Class C,Large Growth,Columbia Threadneedle,0.353,0.0864,0.08785,0.0542,0.6,9.4
PGX,"AB Equity Income Fund, Inc. - C",AB Equity Income Fund Class A,Preferred Stock,AllianceBernstein,0.1404,0.073,0.0573,0.0673,0.58,4.56
PHB,"AB Equity Income Fund, Inc. - C",AB Equity Income Fund Class C,,AllianceBernstein,0.1137,0.0604,0.0567,0.0496,0.66,7.33
PHDG,"AB Equity Income Fund, Inc. - C",AB Equity Income Fund Class I,Long-Short Equity,AllianceBernstein,0.1539,0.097,0.1022,0.0542,0.96,30.97
PHYL,"AB Equity Income Fund, Inc. - C",AB Equity Income Fund Class K,High Yield Bond,AllianceBernstein,0.1551,0.0864,0.08785,0.0542,0.6,9.4
PICB,"AB Equity Income Fund, Inc. - C",AB Equity Income Fund Class R,,AllianceBernstein,0.1432,0.0392,0.0342,0.023,0.28,1.92
PID,"AB Equity Income Fund, Inc. - A",AB Equity Income Fund Advisor Class,Foreign Large Value,AllianceBernstein,0.4973,0.0849,0.0875,0.0454,0.5,6.92
PIE,"AB Equity Income Fund, Inc. - C",AB Equity Income Fund Class Z,Diversified Emerging Mkts,AllianceBernstein,0.5415,0.1323,0.1392,0.0524,0.8,13.72
PIFI,American Century Ultra Fund R6 ,American Century Ultra Fund R6 Class,Intermediate-Term Bond,American Century Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
PILL,American Century Ultra Fund - R,American Century Ultra Fund R5 Class,Trading--Leveraged Equity,American Century Investments,0.5344,-0.0611,0.08785,0.0542,0.6,9.4
PIN,Ultra Fund Class G,American Century Ultra Fund G Class,India Equity,American Century Investments,0.5137,0.1118,0.1188,0.043,0.62,11.28
PIO,American Century Ultra R Shares,American Century Ultra Fund R Class,Natural Resources,American Century Investments,0.392,0.1804,0.1438,0.0851,0.9,14.04
PIZ,American Century Ultra Fund - Y,American Century Ultra Fund Y Class,Foreign Large Growth,American Century Investments,0.3692,0.1208,0.1195,0.0709,0.74,11.66
PJAN,"AB Bond Fund, Inc. - AB Municip",AB Municipal Bond Inflation Strategy Class A,,AllianceBernstein,0.1586,0.0864,0.08785,0.0542,0.6,9.4
PJUL,"AB Bond Fund, Inc. - AB Municip",AB Municipal Bond Inflation Strategy Class C,,AllianceBernstein,0.2257,0.0864,0.08785,0.0542,0.6,9.4
PJUN,"AB Bond Fund, Inc. - AB Municip",AB Municipal Bond Inflation Strategy Class 1,,AllianceBernstein,0.1057,0.0864,0.08785,0.0542,0.6,9.4
PKW,"AB Bond Fund, Inc. - AB Municip",AB Municipal Bond Inflation Strategy Class 2,Large Value,AllianceBernstein,0.5905,0.1851,0.1638,0.1425,0.84,12.86
PLAT,"AB Bond Fund, Inc. - AB Municip",AB Municipal Bond Inflation Strategy Advisor Class,Large Growth,AllianceBernstein,0.5002,0.0864,0.08785,0.0542,0.6,9.4
PLDR,Columbia Acorn USA Class I,Columbia Acorn USA Fund Institutional Class,Large Growth,Columbia Threadneedle,0.353,0.0864,0.08785,0.0542,0.6,9.4
PLRG,"AB Cap Fund, Inc. - AB Select U",AB Select US Equity Portfolio Class C,Large Blend,AllianceBernstein,0.353,0.0864,0.08785,0.0542,0.6,9.4
PLTL,"AB Cap Fund, Inc. - AB Select U",AB Select US Equity Portfolio Class I,Small Blend,AllianceBernstein,0.353,0.0864,0.08785,0.0542,0.6,9.4
PLTM,"AB Cap Fund, Inc. - AB Select U",AB Select US Equity Portfolio Class K,,AllianceBernstein,0.2895,0.0753,0.08785,0.0542,0.6,9.4
PLW,"AB Cap Fund, Inc. - AB Select U",AB Select US Equity Portfolio Class R,,AllianceBernstein,-0.1013,0.0496,0.025,0.0466,0.21,0.66
PMAR,"AB Cap Fund, Inc. - AB Select U",AB Select US Equity Portfolio Advisor Class,,AllianceBernstein,0.142,0.0864,0.08785,0.0542,0.6,9.4
PMAY,Auxier Focus Fund A Shs,Auxier Focus Fund Class A,,Auxier Funds,0.1075,0.0864,0.08785,0.0542,0.6,9.4
PNOV,Auxier Focus Fd Investor Shares,Auxier Focus Fund Class Investor,,Auxier Funds,0.1597,0.0864,0.08785,0.0542,0.6,9.4
PNQI,Auxier Focus Fund Institutional,Auxier Focus Fund Institutional,Technology,Auxier Funds,0.447,0.2261,0.2738,0.208,1.26,23.88
POCT,AB Municipal Income Fund II - V,AB Municipal Income Fund II Virginia Portfolio Class A,,AllianceBernstein,0.1561,0.0864,0.08785,0.0542,0.6,9.4
POTX,AB Municipal Income Fund II - V,AB Municipal Income Fund II Virginia Portfolio Class C,,AllianceBernstein,0.3792,0.0864,0.08785,0.0542,0.6,9.4
PPH,Aegis Value Fd Inc,Aegis Value Fund Class I,Health,Aegis,0.1938,0.0935,0.0646,0.0962,0.4,5.96
PPLT,American Beacon Large Cap Value,American Beacon Large Cap Value Fund Advisor Class,,American Beacon,0.2826,0.0731,0.0027,-0.0521,0.08,-0.72
PPTY,AB Municipal Income Fund II - V,AB Municipal Income Fund II Virginia Portfolio Advisor Class,Real Estate,AllianceBernstein,0.3596,0.1095,0.08785,0.0542,0.6,9.4
PQDI,,Avantis Core Fixed Income Fund G Class,,Avantis Investors,0.353,0.0864,0.08785,0.0542,0.6,9.4
PREF,Avantis International Equity Fu,Avantis International Equity Fund Institutional Class,,Avantis Investors,0.1133,0.0761,0.08785,0.0542,0.6,9.4
PRFZ,Avantis International Small Cap,Avantis International Small Cap Value Fund Institutional Class,Small Blend,Avantis Investors,0.6886,0.1173,0.1539,0.1209,0.72,11.17
